home_form,away_form,home_win_rate,home_draw_rate,away_win_rate,away_draw_rate,competition_id,home_points,away_points,h2h_home,h2h_away,home_rest_days,away_rest_days,home_scored,away_scored,home_conceded,away_conceded,home_diff,away_diff,home_raw_points,away_raw_points,home_momentum,away_momentum,home_clean_sheet,away_clean_sheet
0.5185185185185185,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.0,0.5,TR1,0.5185185185185185,0.5555555555555556,,,89.0,59.0,1.2,1.6,0.8,0.6,,,14,15,0.4,1.0,0.6,0.6
0.0,0.0,0.0,0.0,0.0,0.0,TR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.4333333333333333,0.1851851851851851,0.25,0.25,0.2,0.2,TR1,0.4333333333333333,0.1851851851851851,1.0,0.0,63.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,13,5,0.0,-1.0,0.4,0.2
0.0,0.0,0.0,0.0,0.0,0.0,TR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.375,0.2857142857142857,0.3333333333333333,0.0,0.3333333333333333,0.0,TR1,0.375,0.2857142857142857,1.0,0.0,91.0,91.0,1.2,1.2,0.6,1.6,1.0,-1.0,9,6,0.6,-0.4,0.6,0.0
0.3,0.4333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,TR1,0.4102564102564102,0.4333333333333333,,,29.0,29.0,0.8,1.8,1.8,1.4,,,16,13,-1.0,0.4,0.2,0.2
0.0,0.0,0.0,0.0,0.0,0.0,TR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,GR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,GR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,GR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.4666666666666667,0.0555555555555555,0.5,0.5,0.0,0.0,FR1,0.4666666666666667,0.0555555555555555,,,57.0,27.0,1.4,0.4,2.2,2.0,,,7,1,-0.8,-1.6,0.2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,IT1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.5333333333333333,0.4333333333333333,0.6666666666666666,0.0,0.2,0.0,IT1,0.5757575757575758,0.4848484848484848,,,58.0,59.0,1.2,1.0,1.4,1.4,,,19,16,-0.2,-0.4,0.2,0.2
0.0,0.0,0.0,0.0,0.0,0.0,IT1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,IT1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,IT1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,POCP,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,CL,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,EL,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,UKRP,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,CL,0.0,0.0,,,,,,,,,,,0,0,,,,
